CMPD_CHEMBLID	CANONICAL_SMILES	PCHEMBL_VALUE	ASSAY_CHEMBLID
CHEMBL1999112	CCOC(=O)C1=C2SC(=Cc3occc3)C(=O)N2C(=C(C#N)C1c4occc4)N	7.1	CHEMBL1963785
CHEMBL1999120	CC(C)C1=CC(=O)NC2=C1C(=O)NN2	4.2	CHEMBL1963785
CHEMBL1999414	CCN(CC)CCCNC(=O)c1cnc(N)c2c(csc12)c3ccc(NC(=O)Nc4cccc(C)c4)cc3	8.1	CHEMBL1963785
CHEMBL1999484	CNc1nc(C)c(s1)c2ccnc(Nc3ccc(cc3)N4CCNCC4)n2	7.1	CHEMBL1963785
CHEMBL1999590	Cc1cc(c2ccccc2)n(n1)c3cc(NN=Cc4occc4)ncn3	6.3	CHEMBL1963785
CHEMBL1999811	Oc1ccc(C=NNC(=O)Nc2cccc3nsnc23)c(O)c1	6.4	CHEMBL1963785
CHEMBL2000335	Cc1ccc(NC(=O)Nc2ccc(cc2)c3csc4ncnc(N)c34)cc1C	6.5	CHEMBL1963785
CHEMBL2000652	Nc1n[nH]c2cccc(c3ccc(NC(=O)Nc4cccc(Cl)c4)c(F)c3)c12	6.3	CHEMBL1963785
CHEMBL2001228	Fc1ccccc1C(=O)Nc2cccc(c2Cl)c3nc4sccn4c3c5ccnc(Nc6cccc(c6)N7CCOCC7)n5	5.9	CHEMBL1963785
CHEMBL2001257	CCN(CC)CC#Cc1cnc(N)c2c(csc12)c3ccc(NC(=O)Nc4cccc(C)c4)cc3	6.3	CHEMBL1963785
CHEMBL2001485	CC(C(=O)N(C)C)n1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5ccc(C)cc5)cc4	7.6	CHEMBL1963785
CHEMBL2001613	Brc1ccc2NNC(=O)c2c1	4.4	CHEMBL1963785
CHEMBL2002099	N#CCC(C1CCCC1)n2cc(cn2)c3ncnc4[nH]ccc34	5.5	CHEMBL1963785
CHEMBL2002105	Nc1n[nH]c2ncc(Br)cc12	4.1	CHEMBL1963785
CHEMBL2002165	CC(O)Cn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(F)c5)cc4	9.1	CHEMBL1963785
CHEMBL2002432	CC(C)Nc1nccc(Nc2ncc(s2)c3ccccc3)n1	7.1	CHEMBL1963785
CHEMBL2002450	COc1ccc(c2ccc(N)cc2)c3cnoc13	4.2	CHEMBL1963785
CHEMBL2002586	Clc1cc(Nc2nc(NC3CC3)c4sccc4n2)ccc1N5CCOCC5	5.9	CHEMBL1963785
CHEMBL2003657	CC(C)S(=O)(=O)n1c(N)nc2ccc(cc12)c3c(nc4sccn34)c5ccc(F)cc5	6.3	CHEMBL1963785
CHEMBL2003785	Fc1cccc(CNc2ncnc3[nH]cnc23)c1	4.3	CHEMBL1963785
CHEMBL2004025	COCOc1cccc(OCOC)c1c2ccc(NS(=O)(=O)C)cc2C(=O)OC	5.7	CHEMBL1963785
CHEMBL2004118	CCc1nc(Nc2ccc(N3CCOCC3)c(Cl)c2)nc4[nH]ccc14	5.8	CHEMBL1963785
CHEMBL2004290	COc1ccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)c5cnn(CC(C)(C)O)c5)cc1	8.5	CHEMBL1963785
CHEMBL2004311	Cc1cc(C)cc(NC(=O)Nc2ccc(c(C)c2)c3cccc4C(=O)NCc34)c1	6.2	CHEMBL1963785
CHEMBL2004515	C1Oc2ccc(cc2O1)c3ncnc4[nH]ccc34	5.1	CHEMBL1963785
CHEMBL2004637	CCN(CCN)C(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C	5.8	CHEMBL1963785
CHEMBL2004716	CCN(CC)CCNC(=O)C=Cc1cnc(N)c2c(csc12)c3ccc(NC(=O)Nc4cccc(C)c4)cc3	8.6	CHEMBL1963785
CHEMBL2005449	Cc1cc(Nc2nc(Cl)cc(NCc3ccccc3)n2)n[nH]1	6.1	CHEMBL1963785
CHEMBL2005478	COc1ccc2c(c1)c(cn2C)c3cc4nc(Br)cnc4[nH]3	6.7	CHEMBL1963785
CHEMBL2005631	CNC(=O)c1cnc(N)c2c(csc12)c3ccc(NC(=O)Nc4cc(C)ccc4F)cc3	8.7	CHEMBL1963785
CHEMBL2005886	Cc1cc(cc2[nH]c(nc12)C3=C(NCC(O)c4cccc(Cl)c4)C=CNC3=O)N5CCOCC5	6.6	CHEMBL1963785
CHEMBL2006564	CCN(C(=O)C)c1ccc(Nc2nc(NC3CC3)c4nc[nH]c4n2)cc1	7	CHEMBL1963785
CHEMBL2006765	CCCNC(=O)c1ccc(Nc2nc(NCC(F)(F)F)c3cc[nH]c3n2)cc1	6.3	CHEMBL1963785
CHEMBL2006778	CNC(=O)C=Cc1cnc(N)c2c(csc12)c3cc(F)c4[nH]c(C)cc4c3	8.7	CHEMBL1963785
CHEMBL2007097	NC1=NC(=O)Nc2sccc12	4.2	CHEMBL1963785
CHEMBL2022856	C[C@@H](O)Cn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(F)c5)cc4	9.1	CHEMBL2065344
CHEMBL2030556	CC(C)n1nc(c2cc3c(Cl)cccc3[nH]2)c4c(N)ncnc14	6.55	CHEMBL2033711
CHEMBL2030558	COc1ccc(cc1C)c2nn(CC3CCNCC3)c4ncnc(N)c24	5.26	CHEMBL2033711
CHEMBL2030560	Nc1nc2ccc(cc2[nH]1)C(=O)c3ccccc3	5	CHEMBL2033711
CHEMBL203493	C(Cc1ccccc1)Nc2ncnc3c2cnn3\C=C/c4ccccc4	5.01	CHEMBL2073050
CHEMBL206046	Ic1ccc(cc1)C(=O)Nc2nnc(CCc3ccccc3)s2	6.4	CHEMBL859157
CHEMBL206575	Cc1ccc(cc1C)N2NC(=O)\C(=C\c3oc(cc3)c4ccc(C)c(Cl)c4)\C2=O	5.3	CHEMBL859157
CHEMBL207360	Clc1ccc(cc1Cl)N2NC(=O)\C(=C\c3cccc(OCc4ccccc4)c3)\C2=O	6	CHEMBL859157
CHEMBL207471	Nc1[nH]cnc2nnc(c3ccc(Cl)cc3)c12	6.3	CHEMBL859157
CHEMBL207986	Ic1ccccc1C(=O)Nc2nnc(CCc3ccccc3)s2	5.89	CHEMBL859157
CHEMBL209617	Ic1ccc(cc1)N2NC(=O)\C(=C\c3ccccc3)\C2=O	6.22	CHEMBL859157
CHEMBL210766	Ic1ccc(\C=C/2\C(=O)NN(C2=O)c3ccc(I)cc3)cc1	6.1	CHEMBL859157
CHEMBL230686	Cc1cc(cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12)c5c(Cl)cccc5Cl	7.7	CHEMBL923928
CHEMBL231220	Cc1cc(cc2nnc(Nc3ccc(cc3)S(=O)(=O)NCCN4CCCC4)nc12)c5c(O)cccc5Cl	8.3	CHEMBL923928
CHEMBL231524	Cc1cc(cc2nnc(Nc3ccc(cc3)S(=O)(=O)NCCN4CCCC4)nc12)c5cc(N)ccc5Cl	7.8	CHEMBL923928
CHEMBL235756	CSc1nc(NCCc2cccc(F)c2)c3cnn(CC(Cl)c4ccccc4)c3n1	6.64	CHEMBL1056610
CHEMBL235757	CSc1nc(NCCc2ccccc2Cl)c3cnn(CC(Cl)c4ccccc4)c3n1	6.5	CHEMBL1056610
CHEMBL235758	CSc1nc(NCCc2cccc(Cl)c2)c3cnn(CC(Cl)c4ccccc4)c3n1	6.7	CHEMBL1056610
CHEMBL236375	CSc1nc(NCc2ccccc2Cl)c3cnn(CC(Cl)c4ccccc4)c3n1	7.05	CHEMBL1837743
CHEMBL238304	CSc1nc(NCCc2ccccc2)c3cnn(CC(Cl)c4ccc(Cl)cc4)c3n1	6.96	CHEMBL1056610
CHEMBL238559	CSc1nc(Nc2cccc(F)c2)c3cnn(CC(Cl)c4ccccc4)c3n1	6.4	CHEMBL962773
CHEMBL238561	CSc1nc(Nc2cccc(Br)c2)c3cnn(CC(Cl)c4ccccc4)c3n1	7.22	CHEMBL1056610
CHEMBL238774	ClC(Cn1ncc2c(Nc3cccc(Cl)c3)ncnc12)c4ccccc4	6.62	CHEMBL1837743
CHEMBL2397796	Fc1cccc(CNc2ncnc3c2cnn3CC(Cl)c4ccc(Br)cc4)c1	7.26	CHEMBL2399913
CHEMBL2397797	Fc1ccc(cc1)C(Cl)Cn2ncc3c(Nc4cccc(Cl)c4)ncnc23	6.75	CHEMBL2399913
CHEMBL2397798	Fc1ccc(cc1)C(Cl)Cn2ncc3c(Nc4cccc(Br)c4)ncnc23	6.18	CHEMBL2399913
CHEMBL2397799	ClC(Cn1ncc2c(Nc3cccc(Br)c3)ncnc12)c4ccccc4	6.59	CHEMBL2399913
CHEMBL2397800	Fc1cccc(Nc2ncnc3c2cnn3CC(Cl)c4ccccc4)c1	5.84	CHEMBL2399913
CHEMBL2397801	ClC(Cn1ncc2c(Nc3ccccc3)ncnc12)c4ccccc4	6.05	CHEMBL2399913
CHEMBL2397802	ClC(Cn1ncc2c(Nc3ccccc3)ncnc12)c4ccc(Br)cc4	6.22	CHEMBL2399913
CHEMBL2397803	ClC(Cn1ncc2c(NCc3ccccc3)ncnc12)c4ccc(Br)cc4	5.88	CHEMBL2399913
CHEMBL2397804	ClC(Cn1ncc2c(NCc3cccc(Cl)c3)ncnc12)c4ccc(Br)cc4	7.68	CHEMBL2399913
CHEMBL2397805	ClC(Cn1ncc2c(NCc3ccccc3Cl)ncnc12)c4ccc(Br)cc4	8.3	CHEMBL2399913
CHEMBL2397806	ClC(Cn1ncc2c(NCc3ccc(Cl)cc3)ncnc12)c4ccc(Br)cc4	6.85	CHEMBL2399913
CHEMBL2397807	ClC(Cn1ncc2c(NCc3cc(Cl)ccc3Cl)ncnc12)c4ccc(Br)cc4	5.48	CHEMBL2399913
CHEMBL2397808	ClC(Cn1ncc2c(NCc3ccc(Cl)c(Cl)c3)ncnc12)c4ccc(Br)cc4	5.96	CHEMBL2399913
CHEMBL2397809	Fc1ccc(CNc2ncnc3c2cnn3CC(Cl)c4ccc(Br)cc4)cc1	5.6	CHEMBL2399913
CHEMBL2397810	Fc1ccc(F)c(CNc2ncnc3c2cnn3CC(Cl)c4ccc(Br)cc4)c1	5.57	CHEMBL2399913
CHEMBL2397812	ClC(Cn1ncc2c(NCc3ccc(Br)cc3)ncnc12)c4ccc(Br)cc4	5.52	CHEMBL2399913
CHEMBL2397814	ClC(Cn1ncc2c(NCc3cccc(Br)c3)ncnc12)c4ccc(Br)cc4	5.9	CHEMBL2399913
CHEMBL2397815	COc1cccc(CNc2ncnc3c2cnn3CC(Cl)c4ccc(Br)cc4)c1	5.32	CHEMBL2399913
CHEMBL2397816	FC(F)(F)c1cc(CNc2ncnc3c2cnn3CC(Cl)c4ccc(Br)cc4)cc(c1)C(F)(F)F	5.74	CHEMBL2399913
CHEMBL2397817	Cc1ccc(cc1)C(Cl)Cn2ncc3c(Nc4ccccc4)ncnc23	7.22	CHEMBL2399913
CHEMBL2397818	ClC(Cn1ncc2c(Nc3ccccc3)ncnc12)c4ccc(I)cc4	7.3	CHEMBL2399913
CHEMBL2408778	Nc1ncnc2c1c(nn2c3cccc(c3)c4cnnn4CCCCCC(=O)NO)c5ccc(Cl)cc5	5.63	CHEMBL2410768
CHEMBL241539	CSc1nc(NCc2cccc(F)c2)c3cnn(CC(Cl)c4ccccc4)c3n1	6.5	CHEMBL1056610
CHEMBL241540	CSc1nc(NCc2ccc(F)cc2)c3cnn(CC(Cl)c4ccccc4)c3n1	7	CHEMBL1056610
CHEMBL241749	CSc1nc(NCc2ccccc2)c3cnn(CC(Cl)c4ccc(Cl)cc4)c3n1	6.96	CHEMBL1056610
CHEMBL241750	CSc1nc(NCc2ccccc2)c3cnn(CC(Cl)c4ccc(F)cc4)c3n1	6.6	CHEMBL1056610
CHEMBL242865	OC(=O)c1ccccc1Nc2ccnc(Nc3ccc(cc3)[N+](=O)[O-])n2	6.1	CHEMBL1963785
CHEMBL243088	OC(=O)c1ccccc1Nc2ccnc(Nc3cccc(O)c3)n2	6.5	CHEMBL1963785
CHEMBL245800	NCc1ccc(cc1)c2ccc3ncc(C#N)c(N[C@@H]4C[C@H]4c5ccccc5)c3c2	6.11	CHEMBL923923
CHEMBL248044	COc1cc2ncc(C#N)c(N[C@@H]3C[C@H]3c4ccccc4)c2cc1OC	6.02	CHEMBL923923
CHEMBL248221	COc1cc2ncc(C#N)c(N[C@@H]3C[C@H]3c4ccccc4)c2cc1OCCCN5CCOCC5	5.75	CHEMBL923923
CHEMBL248222	COc1cc2ncc(C#N)c(N[C@@H]3C[C@H]3c4ccccc4)c2cc1OCCCc5cccnc5	5.75	CHEMBL923923
CHEMBL24828	COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC4CCN(C)CC4	7.5	CHEMBL1963785
CHEMBL248391	COc1cc2c(N[C@@H]3C[C@H]3c4ccccc4)c(cnc2cc1OCCCc5cccnc5)C#N	6.52	CHEMBL923923
CHEMBL248392	COc1cc2c(N[C@@H]3C[C@H]3c4ccccc4)c(cnc2cc1OCCCN5CCOCC5)C#N	6.7	CHEMBL923923
CHEMBL248393	COc1cc2c(N[C@@H]3C[C@H]3c4ccccc4)c(cnc2cc1OCCCN5CCN(C)CC5)C#N	7.36	CHEMBL923923
CHEMBL249819	Cc1cc(cc2nnc(Nc3ccc(cc3)C(=O)N4CCS(=O)(=O)CC4)nc12)c5cc(O)ccc5Cl	8.38	CHEMBL923928
CHEMBL249820	Cc1cc(cc2nnc(Nc3ccc(cc3)S(=O)(=O)N)nc12)c4cc(O)ccc4Cl	8.11	CHEMBL923928
CHEMBL249821	Cc1cc(cc2nnc(Nc3ccc(cc3)S(=O)(=O)NCCN4CCCC4)nc12)c5cc(O)ccc5Cl	8.52	CHEMBL923928
CHEMBL250019	CN(CCN1CCCC1)S(=O)(=O)c2ccc(Nc3nnc4cc(cc(C)c4n3)c5cc(O)ccc5Cl)cc2	9.52	CHEMBL923928
CHEMBL250021	CCN(CCN1CCCC1)S(=O)(=O)c2ccc(Nc3nnc4cc(cc(C)c4n3)c5cc(O)ccc5Cl)cc2	9.4	CHEMBL923928
CHEMBL250213	Cc1cc(cc2nnc(Nc3ccc(CCCN4CCCC4)cc3)nc12)c5cc(O)ccc5Cl	10.21	CHEMBL923928
CHEMBL250214	Cc1cc(cc2nnc(Nc3ccc(cc3)C(=O)N4CCNCC4)nc12)c5cc(O)ccc5Cl	8.77	CHEMBL923928
CHEMBL250218	CC(C)N(CCN1CCCC1)S(=O)(=O)c2ccc(Nc3nnc4cc(cc(C)c4n3)c5cc(O)ccc5Cl)cc2	8.54	CHEMBL923928
CHEMBL250423	CN(CCN1CCOCC1)S(=O)(=O)c2ccc(Nc3nnc4cc(cc(C)c4n3)c5cc(O)ccc5Cl)cc2	8.29	CHEMBL923928
CHEMBL250623	Cc1cc(cc2nnc(Nc3ccc(cc3)S(=O)(=O)N4CCNCC4)nc12)c5cc(O)ccc5Cl	8.36	CHEMBL923928
CHEMBL250625	Cc1cc(cc2nnc(Nc3ccc(cc3)S(=O)(=O)C4CCNCC4)nc12)c5cc(O)ccc5Cl	8.46	CHEMBL923928
CHEMBL250821	Cc1cc(cc2nnc(Nc3ccc(cc3)S(=O)(=O)NCCN4CCCC4)nc12)c5c(Cl)ccc(O)c5F	8.89	CHEMBL923928
CHEMBL251015	Cc1cc(cc2nnc(Nc3ccc(cc3)S(=O)(=O)NCCN4CCCC4)nc12)c5cccc6[nH]ccc56	7.62	CHEMBL923928
CHEMBL253969	NC(=O)c1c(NC(=O)NCCCCN2CCCC2)snc1OCc3c(F)cc(Br)cc3F	7.1	CHEMBL1963785
CHEMBL255164	Clc1ccccc1C(=O)Nc2nnc(SCc3ccc(Br)cc3)s2	6.65	CHEMBL932076
CHEMBL255165	[O-][N+](=O)c1ccc(CSc2nnc(NC(=O)c3ccc(F)cc3)s2)cc1	6.68	CHEMBL932076
CHEMBL255225	Fc1ccc(CSc2nnc(NC(=O)c3ccc(Cl)cc3)s2)cc1	6.98	CHEMBL932076
CHEMBL255324	Fc1ccc(cc1)C(=O)Nc2nnc(SCc3ccc(Br)cc3)s2	7.05	CHEMBL932076
CHEMBL255368	Fc1cccc(CSc2nnc(NC(=O)c3ccc(Cl)cc3)s2)c1	6.66	CHEMBL932076
CHEMBL255522	[O-][N+](=O)c1ccc(CSc2nnc(NC(=O)c3ccccc3Cl)s2)cc1	7.08	CHEMBL932076
CHEMBL255738	Fc1ccc(CSc2nnc(NC(=O)c3ccc(F)cc3)s2)cc1	7.36	CHEMBL932076
CHEMBL256101	Cc1cc(cc2nnc(Nc3ccc(OCC[N+]4([O-])CCCC4)cc3)nc12)c5c(Cl)cccc5Cl	8.69	CHEMBL934545
CHEMBL259084	OC(=O)c1ccc(Nc2ncc3CN=C(c4cc(Cl)ccc4c3n2)c5c(F)cccc5F)cc1	6.8	CHEMBL1963785
CHEMBL260092	Nc1ncnc2NCCC(=Nc12)c3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)cc3	7.1	CHEMBL1963785
CHEMBL261827	Fc1ccc(cc1)C(Cl)Cn2ncc3c(NCc4cccc(F)c4)ncnc23	7	CHEMBL948149
CHEMBL262623	Nc1ncnc2NCCC(=Nc12)c3ccccc3	5.4	CHEMBL1963785
CHEMBL268825	Cc1cc(cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12)c5ccccc5Cl	7.38	CHEMBL923928
CHEMBL270286	Fc1ccc(CNc2ncnc3c2cnn3CC(Cl)c4ccc(F)cc4)cc1	6.7	CHEMBL948149
CHEMBL270452	COc1ccc(CSc2nnc(NC(=O)c3ccccc3Cl)s2)cc1	5.9	CHEMBL932076
CHEMBL270454	Clc1ccccc1C(=O)Nc2nnc(SCc3ccccc3)s2	6.04	CHEMBL932076
CHEMBL270492	Fc1ccc(cc1)C(Cl)Cn2ncc3c(NCc4ccccc4F)ncnc23	7.7	CHEMBL948149
CHEMBL270958	Fc1ccccc1CNc2ncnc3c2cnn3CC(Cl)c4ccccc4	6.14	CHEMBL948149
CHEMBL271008	Fc1ccc(cc1)C(=O)Nc2nnc(SCc3cccc(Cl)c3)s2	6.43	CHEMBL932076
CHEMBL271009	Clc1ccc(cc1)C(=O)Nc2nnc(SCc3ccccc3)s2	6.4	CHEMBL932076
CHEMBL271010	Fc1ccc(CSc2nnc(NC(=O)c3ccccc3Cl)s2)cc1	6.39	CHEMBL932076
CHEMBL272169	Fc1ccc(CNc2ncnc3c2cnn3CC(Cl)c4ccccc4)cc1	5.7	CHEMBL948149
CHEMBL272288	Fc1ccc(cc1)C(=O)Nc2nnc(SCc3cccc(F)c3)s2	6.78	CHEMBL932076
CHEMBL272938	Cc1cccc(NC(=O)Nc2ccc(cc2)c3cncc4[nH]nc(N)c34)c1	6.2	CHEMBL1963785
CHEMBL272947	COc1ccc(CSc2nnc(NC(=O)c3ccc(Cl)cc3)s2)cc1	6.72	CHEMBL932076
CHEMBL272999	Clc1ccc(cc1)C(=O)Nc2nnc(SCc3cccc(Cl)c3)s2	7.14	CHEMBL932076
CHEMBL273090	Fc1ccc(cc1)C(Cl)Cn2ncc3c(NCc4ccccc4Cl)ncnc23	6.7	CHEMBL948149
CHEMBL288280	CSc1nc(NCc2ccccc2)c3cnn(CC(Cl)c4ccccc4)c3n1	6.59	CHEMBL1056610
CHEMBL289125	CSc1nc(NCCc2ccccc2)c3cnn(CC(Cl)c4ccccc4)c3n1	5.14	CHEMBL962773
CHEMBL289959	N(c1ccccc1)c2ncnc3ccccc23	4.4	CHEMBL1963785
CHEMBL291273	CCOCCNc1nc(SC)nc2c1cnn2CC(Cl)c3ccccc3	5.82	CHEMBL962773
CHEMBL296586	Brc1ccc2[nH]c3c(CC(=O)Nc4ccccc34)c2c1	6.8	CHEMBL1963785
CHEMBL298445	Cc1nc(N)sc1c2ccnc(Nc3cccc(c3)[N+](=O)[O-])n2	6.8	CHEMBL939368
CHEMBL306380	Cc1ccc(cc1)c2nn(c3ncnc(N)c23)C(C)(C)C	6.6	CHEMBL1963785
CHEMBL312214	CCCNc1nc(SC)nc2c1cnn2CC(Cl)c3ccccc3	5.32	CHEMBL962773
CHEMBL3288854	CN1CCN(CCC(=O)Nc2c(C)[nH]c(\C=C\3/C(=O)Nc4ccc(F)cc34)c2C)CC1	6.92	CHEMBL3296766
CHEMBL336961	Brc1ccc2[nH]c3c(CC(=O)Nc4cccnc34)c2c1	6.2	CHEMBL1963785
CHEMBL3393071	CC(C)Sc1nc(Nc2cccc(O)c2)c3cnn(CC(Cl)c4ccccc4)c3n1	6.92	CHEMBL3395760
CHEMBL3393986	Cl.Oc1cccc(Nc2nc(SCCN3CCOCC3)nc4c2cnn4CCc5ccccc5)c1	6.89	CHEMBL3395760
CHEMBL3394082	Cl.CC(Cn1ncc2c(Nc3cccc(O)c3)nc(SCCN4CCOCC4)nc12)c5ccccc5	6.37	CHEMBL3395760
CHEMBL3394083	CSc1nc(Nc2cccc(O)c2)c3cnn(CC(Cl)c4ccccc4)c3n1	6.82	CHEMBL3395760
CHEMBL3394091	Oc1cccc(Nc2nc(SC3CCCC3)nc4c2cnn4CC(Cl)c5ccccc5)c1	6.82	CHEMBL3395760
CHEMBL3394092	ClC(Cn1ncc2c(Nc3cccc(Br)c3)nc(SCCN4CCOCC4)nc12)c5ccccc5	6.92	CHEMBL3395760
CHEMBL3617732	CCCC(=O)Nc1cccc(Nc2nccc(Nc3cc([nH]n3)C4CC4)n2)c1	6.01	CHEMBL3619920
CHEMBL3617738	O=C(CCCCCC(=O)N1CCC[C@@H]1c2occc2)Nc3cccc(Nc4nccc(Nc5cc([nH]n5)C6CC6)n4)c3	6.14	CHEMBL3619920
CHEMBL3617740	C[C@@H](NC(=O)CCCCCC(=O)Nc1cccc(Nc2nccc(Nc3cc([nH]n3)C4CC4)n2)c1)c5occc5	5.92	CHEMBL3619920
CHEMBL3639839	Cc1ccc(F)cc1c2ccc3cc(NC(=O)c4cccc(F)c4)ncc3c2	7.24	CHEMBL3705971
CHEMBL3639840	Cc1c(F)cncc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	10.7	CHEMBL3705971
CHEMBL3639884	Cc1cnc(CO)cc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	8.4	CHEMBL3705971
CHEMBL3639885	Cc1cccc(C)c1c2ccc3cc(NC(=O)C4CC4)ncc3c2	9.69	CHEMBL3705971
CHEMBL3684995	O=C(Nc1cc2ccc(cc2cn1)N3CCCCC3)C4CC4	8.22	CHEMBL3705971
CHEMBL3684996	Clc1ccccc1c2ccc3cc(Nc4ncccn4)ncc3c2	6.86	CHEMBL3705971
CHEMBL3684997	Clc1ccccc1c2ccc3cc(Nc4ccccn4)ncc3c2	8.16	CHEMBL3705971
CHEMBL3684998	CSCNc1cc2ccc(cc2cn1)c3cc(F)ccc3Cl	7.14	CHEMBL3705971
CHEMBL3684999	CNc1cc2ccc(cc2cn1)c3cc(F)ccc3Cl	6.38	CHEMBL3705971
CHEMBL3685000	COc1ccc(Cl)cc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	8.7	CHEMBL3705971
CHEMBL3685001	Cc1ccc(F)cc1c2ccc3cc(N)ncc3c2	6.36	CHEMBL3705971
CHEMBL3685002	Cc1ccc(F)cc1c2ccc3cc(NC(=O)C4CCC4)ncc3c2	9	CHEMBL3705971
CHEMBL3685003	Cc1ccc(F)cc1c2ccc3cc(NC(=O)C4CCCC4)ncc3c2	7.92	CHEMBL3705971
CHEMBL3685004	Cc1ccc(F)cc1c2ccc3cc(NC(=O)C4CCCCC4)ncc3c2	7.41	CHEMBL3705971
CHEMBL3685005	Cc1ccc(F)cc1c2ccc3cc(NC(=O)c4ccccc4)ncc3c2	7.39	CHEMBL3705971
CHEMBL3685006	Cc1ccc(F)cc1c2ccc3cc(NC(=O)c4ccc(F)cc4)ncc3c2	7.59	CHEMBL3705971
CHEMBL3685007	Cc1ccc(F)cc1c2ccc3cc(NC(=O)C4(F)CC4)ncc3c2	7.82	CHEMBL3705971
CHEMBL3685008	Cc1ccc(F)cc1c2ccc3cc(NC(=O)C4(C)CC4)ncc3c2	7.3	CHEMBL3705971
CHEMBL3685009	Cc1ccc(F)cc1c2ccc3cc(NC(=O)C4CC4F)ncc3c2	10	CHEMBL3705971
CHEMBL3685010	Cc1ccc(F)cc1c2ccc3cc(NC(=O)C4CC4(F)F)ncc3c2	9.4	CHEMBL3705971
CHEMBL3685011	Cc1cnc(C)c(c1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	8.52	CHEMBL3705971
CHEMBL3685012	Nc1ccc(cn1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	9	CHEMBL3705971
CHEMBL3685013	O=C(Nc1cc2ccc(cc2cn1)c3cnccc3C#N)C4CC4	9	CHEMBL3705971
CHEMBL3685014	Fc1cnc(C#N)c(c1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	9.05	CHEMBL3705971
CHEMBL3685015	Cc1c(Cl)cccc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	9	CHEMBL3705971
CHEMBL3685016	Cc1cc(F)ccc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	9.52	CHEMBL3705971
CHEMBL3685017	Cc1cc(Cl)ccc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	9	CHEMBL3705971
CHEMBL3685018	COc1ccc(F)cc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	9.22	CHEMBL3705971
CHEMBL3685019	CC(C)Oc1ccc(F)cc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	9.4	CHEMBL3705971
CHEMBL3685020	Cc1ccncc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	10.52	CHEMBL3705971
CHEMBL3685021	Cn1cc(cn1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	8.52	CHEMBL3705971
CHEMBL3685022	Cc1n[nH]c(C)c1c2ccc3cc(NC(=O)C4CC4)ncc3c2	8.52	CHEMBL3705971
CHEMBL3685023	Oc1ccc(Cl)c(c1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	10.4	CHEMBL3705971
CHEMBL3685024	Cc1cc(F)c(F)cc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	9.3	CHEMBL3705971
CHEMBL3685025	Cc1ccc(F)cc1c2ccc3cc(\N=C/4\NC(C)(C)CO4)ncc3c2	6.67	CHEMBL3705971
CHEMBL3685026	O=C(Nc1cc2ccc(cc2cn1)N3CCCC3)C4CC4	7.77	CHEMBL3705971
CHEMBL3685027	O=C(Nc1cc2ccc(cc2cn1)C3CCCCC3)C4CC4	8.7	CHEMBL3705971
CHEMBL3685028	CN1CCN(CC1)c2ccc3cc(NC(=O)C4CC4)ncc3c2	6.4	CHEMBL3705971
CHEMBL3685029	O=C(Nc1cc2ccc(cc2cn1)C3CCCC3)C4CC4	8.7	CHEMBL3705971
CHEMBL3685030	Cc1ccc(F)cc1c2ccc3cc(NC(=O)C4CCOCC4)ncc3c2	8.52	CHEMBL3705971
CHEMBL3685031	CN1CCC(CC1)C(=O)Nc2cc3ccc(cc3cn2)c4cc(F)ccc4C	9	CHEMBL3705971
CHEMBL3685032	Cc1ccc(F)cc1c2ccc3cc(NC(=O)c4ccncc4)ncc3c2	8.16	CHEMBL3705971
CHEMBL3685033	Cc1ccc(F)cc1c2ccc3cc(NC(=O)c4ccccc4F)ncc3c2	7.07	CHEMBL3705971
CHEMBL3685034	COc1ccc(cc1)C(=O)Nc2cc3ccc(cc3cn2)c4cc(F)ccc4C	7.28	CHEMBL3705971
CHEMBL3685035	Cc1cccnc1c2ccc3cc(NC(=O)C4CC4)ncc3c2	10	CHEMBL3705971
